# t            x            u_real       u_imag       u_abs
     0.011200     2.827433    16.902185     0.095340    16.902454
     0.011200     2.890265    18.000699     0.099746    18.000975
     0.011200     2.953097    19.163967     0.097001    19.164213
     0.011200     3.015929    20.379850     0.106878    20.380131
     0.011200     3.078761    21.685026     0.167650    21.685674
     0.011200     3.141593    23.139241     0.259170    23.140693

     0.012600     0.000000     0.999921     0.012600     1.000000
     0.012600     0.062832     1.062618     0.009182     1.062658
     0.012600     0.125664     1.132279     0.006930     1.132300
     0.012600     0.188496     1.207237     0.006978     1.207258
     0.012600     0.251327     1.285891     0.007988     1.285916
     0.012600     0.314159     1.369125     0.008672     1.369152
     0.012600     0.376991     1.457854     0.009201     1.457883
     0.012600     0.439823     1.552398     0.009782     1.552429
     0.012600     0.502655     1.653071     0.010417     1.653104
     0.012600     0.565487     1.760269     0.011093     1.760304
     0.012600     0.628319     1.874419     0.011813     1.874456
     0.012600     0.691150     1.995971     0.012579     1.996010
     0.012600     0.753982     2.125405     0.013395     2.125447
     0.012600     0.816814     2.263233     0.014263     2.263278
     0.012600     0.879646     2.409998     0.015188     2.410046
     0.012600     0.942478     2.566281     0.016173     2.566332
     0.012600     1.005310     2.732699     0.017222     2.732753
     0.012600     1.068142     2.909909     0.018339     2.909966
     0.012600     1.130973     3.098610     0.019528     3.098671
     0.012600     1.193805     3.299548     0.020794     3.299613
     0.012600     1.256637     3.513516     0.022143     3.513586
     0.012600     1.319469     3.741360     0.023579     3.741434
     0.012600     1.382301     3.983978     0.025108     3.984057
     0.012600     1.445133     4.242330     0.026736     4.242415
     0.012600     1.507964     4.517436     0.028470     4.517526
     0.012600     1.570796     4.810382     0.030316     4.810477
     0.012600     1.633628     5.122324     0.032282     5.122426
     0.012600     1.696460     5.454496     0.034375     5.454604
     0.012600     1.759292     5.808208     0.036604     5.808323
     0.012600     1.822124     6.184857     0.038978     6.184980
     0.012600     1.884956     6.585931     0.041506     6.586062
     0.012600     1.947787     7.013014     0.044197     7.013153
     0.012600     2.010619     7.467793     0.047063     7.467941
     0.012600     2.073451     7.952062     0.050115     7.952220
     0.012600     2.136283     8.467736     0.053365     8.467904
     0.012600     2.199115     9.016850     0.056826     9.017029
     0.012600     2.261947     9.601572     0.060511     9.601763
     0.012600     2.324779    10.224213     0.064435    10.224416
     0.012600     2.387610    10.887230     0.068613    10.887446
