# t            x            u_real       u_imag       u_abs
     0.029400     1.570796     4.809956    -0.070857     4.810477
     0.029400     1.727876     5.628075    -0.082909     5.628686
     0.029400     1.884956     6.585347    -0.097011     6.586062
     0.029400     2.042035     7.705441    -0.113511     7.706277
     0.029400     2.199115     9.016048    -0.132816     9.017026
     0.029400     2.356194    10.549557    -0.155435    10.550702
     0.029400     2.513274    12.344186    -0.182081    12.345529
     0.029400     2.670354    14.445649    -0.210949    14.447189
     0.029400     2.827433    16.889968    -0.233323    16.891580
     0.029400     2.984513    19.686804    -0.325494    19.689495
     0.029400     3.141593    23.130692    -0.680238    23.140693

     0.030800     0.000000     0.999526    -0.030795     1.000000
     0.030800     0.157080     1.165834    -0.019734     1.166001
     0.030800     0.314159     1.368420    -0.020369     1.368572
     0.030800     0.471239     1.601894    -0.024622     1.602084
     0.030800     0.628319     1.874246    -0.028937     1.874470
     0.030800     0.785398     2.193018    -0.033846     2.193279
     0.030800     0.942478     2.566027    -0.039601     2.566332
     0.030800     1.099557     3.002479    -0.046337     3.002837
     0.030800     1.256637     3.513167    -0.054218     3.513586
     0.030800     1.413717     4.110718    -0.063440     4.111207
     0.030800     1.570796     4.809905    -0.074231     4.810477
     0.030800     1.727876     5.628015    -0.086857     5.628686
     0.030800     1.884956     6.585278    -0.101630     6.586062
     0.030800     2.042035     7.705360    -0.118916     7.706277
     0.030800     2.199115     9.015952    -0.139140     9.017025
     0.030800     2.356194    10.549440    -0.162844    10.550697
     0.030800     2.513274    12.344128    -0.190788    12.345602
     0.030800     2.670354    14.445844    -0.220640    14.447528
     0.030800     2.827433    16.887870    -0.243279    16.889622
     0.030800     2.984513    19.679280    -0.344021    19.682287
     0.030800     3.141593    23.129717    -0.712621    23.140693

     0.032200     0.000000     0.999482    -0.032194     1.000000
     0.032200     0.157080     1.165499    -0.020771     1.165684
     0.032200     0.314159     1.368312    -0.021244     1.368477
     0.032200     0.471239     1.601893    -0.025724     1.602099
     0.032200     0.628319     1.874230    -0.030254     1.874474
     0.032200     0.785398     2.192993    -0.035385     2.193279
     0.032200     0.942478     2.565998    -0.041401     2.566332
     0.032200     1.099557     3.002446    -0.048443     3.002837
     0.032200     1.256637     3.513128    -0.056683     3.513586
     0.032200     1.413717     4.110672    -0.066324     4.111207
     0.032200     1.570796     4.809851    -0.077605     4.810477
     0.032200     1.727876     5.627953    -0.090804     5.628686
     0.032200     1.884956     6.585205    -0.106249     6.586062
     0.032200     2.042035     7.705275    -0.124321     7.706277
     0.032200     2.199115     9.015851    -0.145464     9.017024
     0.032200     2.356194    10.549316    -0.170256    10.550690
     0.032200     2.513274    12.344079    -0.199501    12.345691
     0.032200     2.670354    14.446057    -0.230255    14.447892
     0.032200     2.827433    16.885530    -0.253152    16.887428
     0.032200     2.984513    19.671617    -0.362887    19.674963
     0.032200     3.141593    23.128697    -0.745002    23.140693

     0.033600     0.000000     0.999436    -0.033594     1.000000
